symbol,PN_36h_rep1,PN_36h_rep2,PN_36h_rep3,PN_adult_rep1,PN_adult_rep2,PN_adult_rep3
Lcp1,0,0.041172495,0.147321929,0,0.043373527,0.035045714
lds,0.824342362,1.406065524,1.195435982,1.232748274,0.602981688,0.528678517
robo2,7.063826018,6.349403113,6.516091506,5.969937809,5.54313985,6.143353472
lin,4.045346392,3.786155017,3.631830603,3.4650819,3.480704987,3.592777497
l(1)sc,0,0,0.075540634,0,0,0
Lsp1alpha,2.46676418,2.593892108,2.743756146,0,0,0
Lsp1beta,2.726807108,3.609228279,3.255074579,0,0.166179293,0.035045714
Lsp1gamma,2.475120899,3.605801795,3.246928461,0.19171458,0,0.035045714
Lsp2,3.661892795,4.394597177,4.30456873,0,0.085481031,0
lt,6.958990772,7.266780012,7.219590607,6.744312016,7.080900377,6.817090012
Rab32,3.594454255,3.888404209,3.91495017,2.715097632,2.924570764,3.164614035
Mal-A2,0,0.041172495,0,0,0,0
Mal-A3,0,0,0.075540634,0,0.043373527,0.035045714
sens,0,0,0,0,0,0.691294921
lz,0.045601845,0.685217387,0.147321929,0.033774261,0.043373527,0
m,0,0.833207966,0.075540634,0.066775902,0,0.988100422
Kaz-m1,0,0,0,0,0,0.069260254
RpL36,8.03087716,8.239740767,8.219954115,7.151982322,7.290328927,7.328292792
RpS5a,9.350875981,9.586853459,9.702043595,7.367830555,7.382404825,7.402716384
E(spl)m2-BFM,0.132696544,0.266214546,1.126066663,0,0,0
RpLP1,9.312407854,9.552225193,9.694856289,7.733880579,7.598875016,7.733936565
RpL19,8.505042333,8.807302665,8.844207111,7.451037126,7.452960469,7.527169505
E(spl)m3-HLH,1.191907582,1.166611482,1.090089724,0.53610018,0,0.895787384
RpS3,7.317530141,7.444891988,7.540206576,5.987817866,5.824508501,5.87011206
RpL32,7.608032418,7.839619169,7.885395017,6.027124743,6.406161198,6.567687098
E(spl)m4-BFM,0,0,0,0,0.043373527,0
E(spl)m6-BFM,0.503325831,0.266214546,0,0,0,0
E(spl)m7-HLH,1.064789212,1.325032758,1.261622271,0,0,0
Rcc1,5.788478857,5.376068652,5.525047752,5.947963653,6.331580231,5.736767353
mal,2.768199423,2.881457062,2.897376261,2.672851532,3.590782154,3.896557436
mam,6.858767059,6.704493306,6.674047401,5.131815454,5.066286309,5.010260483
Map205,5.918254706,5.805231327,5.885332004,4.168591673,3.847856687,4.05006799
twe,3.478701941,3.062334242,2.778079691,2.640334781,2.803653393,3.234123669
mei-9,5.300414053,4.633758115,4.874272243,4.427116179,3.164450105,3.823267279
mei-218,0.132696544,0.632309912,0.280984078,0.161479554,0.482093952,0.102682134
mei-S332,3.74717081,3.711603442,3.514581079,3.014770681,2.276678885,3.282320783
mei-W68,2.353477901,2.700539146,1.796086408,0.713292167,1.485799341,1.005874807
Men,8.167830795,7.89523783,8.084233872,9.196191165,9.212879035,9.180408185
Met,4.419010931,3.84255891,3.205493296,5.69047826,5.189650992,5.482046872
E(spl)malpha-BFM,0,0.334050524,0,0,0.043373527,0
E(spl)mbeta-HLH,0.214831388,0.158077041,0.809481815,0.46360926,0.384278962,0
E(spl)mdelta-HLH,0.089806327,0.231061681,0.075540634,0,0,0
E(spl)mgamma-HLH,0.174348395,0,0.147321929,0,0,0.035045714
mago,7.90779427,8.046020388,8.110006565,6.314560751,6.417538307,6.282012277
Mlc1,0.949569261,1.070450879,1.324904867,0.066775902,0.204896494,0.035045714
Mlc2,2.01820582,2.142762288,2.532134963,1.046771834,0.867152957,1.005874807
mle,5.403617858,4.378623479,4.181747784,5.499743133,5.560038213,5.428687524
msl-3,6.652723865,6.571609466,6.293925398,6.447755892,6.872359667,6.487723345
mnd,5.611215396,5.536740518,5.827782647,2.085791568,1.869991204,3.367278829
mod,7.881904776,8.060642354,8.035409038,6.736962264,6.397307931,6.486932539
mod(mdg4),7.744561114,7.722097535,7.694557557,7.419246751,7.505035037,7.498814455
mor,7.614193599,6.257404551,6.352992934,6.794122124,7.055967812,6.093832299
Rpn8,6.209342908,6.024468043,6.045368118,4.761627973,4.707003499,4.607887342
Mp20,0.715694033,0,0,0,0.166179293,0.876594188
mr,5.944070149,6.21867279,5.949485009,5.539226227,5.361215289,4.993654287
sa,0.503325831,0,0,0.033774261,0,0
Mst87F,0.132696544,0.120151752,0,0,0,0
Mst98Ca,0,0,0.147321929,0,0,0
MtnA,2.579570295,2.320502648,2.855128227,4.537180217,4.570976807,4.43006075
MtnB,0.771040734,0.520292387,0.516062327,0,0,0
mu2,4.545418785,4.203806866,3.606586242,2.932113957,3.538688888,3.271340427
mud,0.045601845,0.300531207,0.147321929,0,0.043373527,0.069260254
mus101,3.928498101,3.546270831,3.154147217,4.145606678,3.637526062,3.237888846
mus201,2.415581085,3.072299619,2.449359368,3.722319176,3.277747957,2.947268856
mus205,3.06800697,3.717965346,3.154147217,5.015137111,4.576523759,4.991425615
mus301,2.106919896,2.180105394,1.903635333,1.985806041,2.39859724,2.110882328
mus304,3.705161811,4.174037927,4.406822213,3.262775345,3.92525315,3.427867257
mus308,3.406262148,3.755558651,3.889011294,2.791121807,2.163293657,3.945731563
Blm,2.617812027,2.044943264,2.732131067,1.460908527,1.770252983,2.29563394
Myb,6.91205913,7.228302512,7.053796557,6.845839136,7.025874105,7.120675523
na,4.246685197,4.176349781,4.633073087,4.640809779,5.267160365,5.319214837
Atpalpha,14.4530456,13.9893766,13.98607407,15.57782674,15.46746997,15.42248386
nau,0,0,0,0.033774261,0,0
ncd,4.166394826,4.129393807,3.722747647,4.033218219,4.389605181,4.244139676
ndl,0.470264926,0.632309912,0.343441058,0.813914366,0.085481031,0.069260254
nec,0.598192202,0.430174687,0.343441058,0.627414808,1.562340969,0.797161305
net,1.995147922,2.044943264,1.818247164,2.954328996,2.249157015,2.61804156
neur,6.54073961,6.167877317,5.906172982,5.559657025,5.087161931,5.278665971
ninaB,2.922825604,2.931586112,3.857256209,2.963120107,2.853242961,2.938040541
ninaC,0.214831388,0.605110328,0,1.188453103,1.319338022,1.457247279
ninaD,0.292540976,0.300531207,0.460785459,1.602674079,0.513278718,0.16728912
ninaE,0,0,0.215700384,1.497677144,2.230513023,0.755742239
slou,1.086768738,0.158077041,0.215700384,0.926071582,1.591855642,0.553062079
nkd,4.704914195,4.155408506,3.802726637,3.140224834,2.828661233,4.324242417
nod,3.613505574,2.858605868,3.31084474,3.401825873,3.326844506,3.835743789
nos,0,0,0,0,0,0.069260254
numb,3.278401152,3.275739814,2.684670739,4.330212474,4.076454739,4.163291835
odd,0.567258051,1.203350074,0.147321929,0,0.085481031,0
okr,3.967521492,3.271420916,2.876406888,3.471257595,2.67856081,3.211323887
opa,0.771040734,0.988623391,0.280984078,0.250347622,0,0.734578078
or,5.389318815,5.565247173,5.880074376,5.272839568,5.114110637,5.306721328
ort,0.567258051,0.632309912,0,0.794343545,0.126394328,0.857142206
osk,0,0,0,0,0.043373527,0
osp,4.20458788,4.828600649,4.795476632,2.402529768,2.338925554,2.965550264
otu,0,0,0,0,1.110889535,1.470109264
ovo,0.949569261,0.36680871,0.215700384,0.488179846,0.74110543,0.478639091
pbl,1.399333176,1.070450879,0,3.513762722,3.452827079,3.592777497
Pc,5.008198113,4.898882001,4.732691554,5.95844312,5.95870498,6.215780649
Pcl,7.568551148,7.215713574,7.102577684,7.641747041,7.038656987,7.025043181
Pcp,0,0.041172495,0.343441058,0,0,0
pcx,4.02841115,3.659672286,2.997881279,3.34578771,3.890046877,3.578000747
peb,0.174348395,0.041172495,0.147321929,0.559476377,0.384278962,0.102682134
CG10598,0,0,0,0.19171458,0.166179293,0
Fib,2.662402971,2.493636113,2.505067387,2.238424221,1.209385607,1.172521885
CG2150,0.329880465,0.120151752,0,0,0,0
per,3.952637149,3.539102905,3.136617572,3.430634781,3.953949334,4.037161117
Pfk,5.199377746,5.132322982,4.973877964,9.159253273,9.319684179,9.20327665
Pgi,6.564919648,6.577743862,6.421546696,9.318766264,9.341431943,9.253776819
Pgm,6.82484006,6.829472019,6.769547037,7.892287042,7.59500858,7.639067148
Raf,7.145611995,7.176407967,7.203369224,8.742266372,8.365446822,8.529315304
phr,2.788458589,2.811788112,2.800516622,3.80287885,2.239865136,2.63527359
Pig1,0.132696544,0.901874222,0.718149104,0,0.279346616,0.035045714
pim,0.628476965,0.520292387,0.280984078,0.161479554,0,0.259078775
pip,1.434040296,0.945900736,1.727485453,0.46360926,0.279346616,1.336018175
pk,0.292540976,1.090202596,1.261622271,1.915079231,3.762831488,3.656055146
Pkc53E,4.576819676,4.881984179,4.64552085,6.294239048,6.047925678,6.135301204
Pkc98E,8.149673536,7.437200855,7.377171216,9.140605163,9.256871137,9.234177201
plu,0,0,0,0,0,0.035045714
pn,6.180888201,6.352473176,6.473962331,6.435963378,6.595638063,6.659681885
pnr,0,0,0,0,0,0.035045714
pnt,1.345654897,0.520292387,1.015327048,1.232748274,1.170790315,0.577040364
polo,0.214831388,0.36680871,0.075540634,0.066775902,0,0
Poxm,0,0,0,0.066775902,0.043373527,0
Poxn,0.174348395,0.158077041,0.460785459,1.568517169,0.74110543,0.069260254
Pp1-13C,2.138829956,1.421739881,1.526797288,2.59014277,2.321413144,2.478611437
Pp1alpha-96A,8.901497146,8.892380447,8.89249446,8.963413196,9.044314673,8.917712078
Ppn,2.269489461,1.166611482,2.346373815,0.889646124,0.792853288,0.817433287
PpV,9.378146334,9.374235912,9.535740689,9.449050902,9.135605023,9.072663408
pr,7.018448308,7.173517687,7.219590607,6.036526102,6.057213028,5.544185768
prd,0,0.231061681,0,0,0,0.035045714
Prm,0.470264926,0.659006168,0.569299184,0.099039483,0.126394328,0.069260254
CG2841,2.617812027,1.569773665,2.003720007,1.046771834,0.914641953,0
Pu,3.440804951,3.200500041,3.026716412,4.463196504,4.071225348,4.702208453
pum,8.180821432,8.240293336,7.933138662,7.870840867,7.975370845,7.93851615
put,4.567080115,4.809365271,4.549434307,4.7654023,5.064971499,4.839876969
pwn,1.308726695,2.0749916,0.764538089,0.066775902,0.714518384,0
px,6.272434598,6.30624968,6.239538538,6.378799023,6.51848933,6.955003382
qua,0.43642859,1.357994016,1.161168219,0.033774261,0.384278962,0
r,3.690882513,4.265911479,3.965469399,3.276946698,2.847136684,2.750457329
ras,7.821538365,7.523039041,7.432092287,8.022315124,8.098877096,8.09318235
Ras85D,8.414932055,8.634058846,8.396493623,7.876086921,8.057990806,7.909743574
Ras64B,5.449929734,5.765091664,5.639928556,4.720741855,4.779337104,5.139669156
raw,5.59213361,5.636663448,5.753537898,5.153099983,5.491223687,5.318326023
rb,4.048149705,3.79520881,3.751823193,4.012193981,4.732072255,3.952621587
rdgB,5.551221017,4.449152138,3.960496343,7.817606626,7.709245563,7.850571218
rec,1.611301687,1.221374389,1.526797288,2.640334781,2.455898547,2.069223525
ref(2)P,8.233955047,8.274415574,8.266784829,8.627887414,8.442649697,8.401807492
Rh2,0,0,0,5.553849118,5.061019862,5.23317674
Rh3,0,0,0,0,0.166179293,0
Rh4,0,0,0,0.2787941,0.914641953,0.600626626
rib,0,0.041172495,0.403305984,0,0,1.431174109
rk,3.169331729,3.423189278,2.968458044,4.466291694,2.406923805,3.529671627
rl,5.317941998,5.746541239,5.904879204,4.573514091,4.835935149,5.063212611
r-l,4.596103736,4.414318755,4.703223878,4.409536109,4.050116143,4.811101385
Rm62,9.945335198,9.522889853,9.54001825,9.624937987,9.548002598,9.464377272
ro,0.797937693,1.357994016,0.764538089,1.046771834,0.602981688,0.797161305
rod,1.580650349,1.185097719,1.015327048,1.878371602,2.061484493,1.336018175
RpLP2,8.337269912,8.555644783,8.653816684,7.037250136,6.892142021,7.155430817
RpII18,7.087864971,7.080303018,7.148123842,6.216870628,6.114260258,6.171187666
RpII215,4.486701949,4.971233729,5.015232518,4.80994042,4.594861066,4.569557415
RpI135,3.440804951,3.454005527,3.554732394,2.76119114,3.587122947,2.540895325
RpL4,8.809079573,9.017812136,9.003941512,7.790388671,7.864868025,7.644396214
rst,3.302080417,3.54269132,2.844370035,3.592360673,2.901184484,3.237888846
rt,1.171483865,0.460843657,0.936477292,2.471928424,1.833392622,2.890992191
ru,4.9732269,4.404491665,4.559336105,2.989176527,3.313619381,3.99105545
run,5.839534399,5.460064075,5.392856967,3.778183773,4.092030136,4.002167381
rut,4.499047886,3.626239678,3.75756864,5.565441645,5.865112399,5.567562973
rux,5.511147458,5.834070768,6.118628574,5.667130124,5.152994084,5.333361896
ry,1.04246964,0.300531207,0.147321929,0.605122262,0.631684635,0
S,5.430723953,5.268576429,4.879551019,4.474000741,4.741979047,4.832425452
sad,0,0.833207966,0,0.582479838,0.085481031,0
sax,6.68864941,6.433470974,6.812268611,6.609076716,6.434437493,6.501884233
Sb,0.470264926,0.041172495,0,0.066775902,0.085481031,0
sbr,5.609318535,5.96820638,5.976833078,7.108318002,7.030259954,7.122458777
sca,7.454581039,6.878215833,6.75526,6.667393134,6.371481438,6.35360227
scb,1.434040296,0.300531207,0.147321929,0.099039483,0.085481031,0.259078775
Sce,5.421024325,5.252232049,5.499560859,5.018303885,5.061019862,4.85221127
Scm,4.645068287,4.39261011,3.99495303,4.64764256,4.735382084,5.241640149
Scr,0.292540976,0.19503084,0,0.099039483,0,0.345376129
sd,6.893863764,7.152241376,7.148670503,7.071444198,7.179269814,7.121694795
RanGAP,5.588286778,5.277218306,5.523362563,4.693266546,4.662491608,4.0153897
sei,5.948578248,6.330325314,6.433260585,7.400559036,7.143590949,6.836465119
Jon99Cii,0.045601845,0,0,0,0,0.069260254
Jon99Ciii,0,0.041172495,0,0.033774261,0,0
Jon99Ci,0.045601845,0,0,0.19171458,0.24260175,0.45295311
sesB,10.02005659,10.08323977,10.03261235,11.34220501,11.25891565,11.101623
sev,0.470264926,0.231061681,0,0.53610018,0.602981688,0
sgg,8.869166249,8.206900146,8.162377715,8.420721613,8.650217796,8.620829563
Sgs1,0,0,0.075540634,0.250347622,0.891092845,0.426801509
Sgs3,0.850272436,0.490874211,0.516062327,0,0.085481031,0
Sgs4,0,0.041172495,0,0,0.315178801,0
Sgs7,0.132696544,0.081202514,0.215700384,0,0,0
Sgs8,0.089806327,0.120151752,0.075540634,0,0,0
Sh,8.642509461,8.991549611,8.639691666,9.506887726,9.621283132,9.553609453
sha,0,0.266214546,0,0.033774261,0,0.035045714
Shaw,7.736545686,7.558033983,7.682904979,7.677574529,7.82114528,8.137569903
shd,0,0,0.516062327,0,0,0.135347252
shf,1.363770477,0.71096088,1.195435982,0.512338969,0.166179293,0.102682134
shg,0.658139045,1.838558782,0.853067622,0.605122262,1.246975234,1.20365991
shi,10.1026473,9.449401761,9.570631478,11.8783192,11.80247391,11.79013019
shn,5.237946813,5.442883734,5.487511112,7.063035253,7.210227126,7.037518468
shu,0.598192202,0,0.147321929,0,0.085481031,0
sina,8.241781922,8.486878117,8.158583003,7.609213627,7.793229261,7.787262699
sisA,0,0.549122661,0,0,0,0
skd,6.919732773,6.934955805,6.873738087,6.269646195,6.451141019,6.526336171
sl,1.769147149,1.203350074,0.895375166,2.927629603,2.230513023,2.182964763
slgA,9.122904633,8.715103787,8.725556867,9.987270318,10.22625615,10.21810493
slo,8.201743885,8.309856741,8.086518153,8.236984293,8.363041609,8.303841792
slp1,1.911413256,1.437245771,1.471938095,0.306690511,0.126394328,0.691294921
sm,9.754924781,9.60937873,9.486966563,9.639749908,9.766062936,9.705581069
smo,3.106170048,2.985315449,3.045624549,3.266331255,2.455898547,3.176434041
sn,9.313718922,8.872022492,8.71618284,5.486846383,5.669633251,5.899529273
sna,0,0.081202514,0,0.19171458,0.417626289,0
snf,6.427422946,6.575993837,6.623817355,5.624126977,5.307746302,5.415449177
snk,0,0.041172495,0.215700384,0,0,0
stwl,3.830947423,3.643052825,3.970425371,3.382295287,2.578909496,2.852216606
so,1.108418423,0,0.403305984,0,0.24260175,0.259078775
Sod,10.74857977,10.96578973,11.09660351,10.67631116,10.53382297,10.60424363
sog,4.094991043,4.390620303,4.421372871,3.46198411,2.600850423,3.148701859
sol,6.142709841,5.817132716,6.125309778,6.921083691,7.296784245,7.188639145
spir,6.849958243,6.663880414,6.506740451,8.002063593,8.168021071,8.268960465
spn-A,3.750616964,4.028074482,4.248550646,4.44918538,4.109991422,4.628112341
spn-B,2.475120899,2.189292071,2.376555991,2.640334781,2.877412853,2.646648315
spn-D,0,0.081202514,0,0,0,0
spn-E,0.254209339,0.36680871,0.569299184,0.099039483,0.279346616,0.857142206
spo,0,0.19503084,0,0.033774261,0,0.198539073
spz,5.070190015,5.605263163,5.50980971,5.26219375,5.454541292,5.432799718
sr,1.171483865,1.203350074,1.385527878,4.463196504,4.189366972,3.785176999
Btk29A,7.117861537,7.245194006,7.142096858,3.636993636,4.194185882,4.275617849
srp,0.470264926,0.158077041,0.403305984,0.066775902,0.914641953,0
Sry-delta,5.464692782,5.444802795,5.586055078,5.315512625,5.232444157,4.971211106
ss,0,0,0,0,0.043373527,0.288421873
sqh,8.983231751,9.122604749,9.110062335,7.849515626,7.986872365,7.913868228
st,1.549333635,1.341607518,0.718149104,2.186819595,0.166179293,0.229126454
sta,10.44656981,10.57642772,10.60949138,9.051124809,9.398459824,9.569477505
stau,7.143647425,6.758725377,7.163352597,8.222527304,8.281615633,8.301707323
stg,0.875744677,1.341607518,0.403305984,0.413175903,0,0
stil,0,0.158077041,0.147321929,0,0,0.069260254
sub,0.43642859,0,0.075540634,0,0,0.102682134
Su(dx),9.099869457,8.068131588,8.281814076,10.10019894,9.998227214,9.893536174
su(f),6.969010457,6.74477324,7.001493487,6.811263677,6.593359834,6.488908742
su(Hw),3.579029964,2.522998593,3.238736085,1.646993946,3.164450105,3.466890562
su(sable),3.964556883,4.053450455,4.120644973,2.76119114,3.348620487,3.828270838
Su(var)3-7,4.670761267,4.098031873,4.173175662,3.61484975,3.444762007,3.168564807
Su(var)205,8.476580652,8.724810576,8.66379466,7.180296011,7.131394501,7.051492274
Su(var)2-10,8.707898695,8.534286941,8.499728329,8.177558239,8.094050822,7.931558267
su(w[a]),7.162527135,6.99708802,6.916736736,7.257812119,7.706507707,7.461260613
svp,1.434040296,0.36680871,1.355534777,1.17338058,1.820983826,1.694935995
sw,5.327203883,4.864886091,4.94898624,5.849464256,5.511635884,5.62260163
swa,0.771040734,1.37419648,0.215700384,0,1.048393528,1.074860222
sws,6.296211192,6.175409348,6.093862652,7.394884886,7.533595802,7.511118268
Syb,3.034472531,3.43095527,3.17146642,1.700545187,2.629595384,1.830776958
T-cp1,8.616421796,8.399782979,8.45689074,7.174630245,7.055305838,7.09651295
term,0.045601845,0,0.215700384,0.2787941,0.384278962,0.16728912
Tbp,5.334111484,5.18608512,5.405720167,5.10327004,4.888910995,4.721161841
thr,1.983479289,1.109687544,0.853067622,0.943945139,1.951941571,0.400167095
tipE,5.561067866,5.493822899,5.392856967,5.698397135,5.493180197,5.795430367
tko,6.312624686,6.635595796,6.519476919,6.77365458,6.721557229,6.692636069
tkv,1.451085688,2.09468167,2.202148642,2.044969659,1.516904971,2.043638334
tld,0.658139045,1.090202596,0.764538089,0.733985886,3.207986079,1.616122503
tll,0,0,0,0,0,0.035045714
Tm1,7.332842331,7.501995934,7.472826545,6.396755315,6.592903756,6.27194799
Egfr,0.214831388,0.761109441,2.097309615,0.221328946,0.24260175,0.503875743
Top2,5.540311289,5.171093461,5.103597516,4.597708587,4.112539163,4.587374775
tor,0.045601845,0.490874211,0.569299184,0,0,0
tra,4.570983833,4.725021775,4.715083272,3.763161244,3.689644104,3.049357066
tra2,6.392002757,6.696461676,6.660311724,5.447449628,5.438385123,5.898340239
trc,6.277221369,5.802240575,5.941935584,6.57040593,6.674484654,6.730544519
Gr5a,0.743632778,0.856461751,0.403305984,0.161479554,0.043373527,0.102682134
Treh,5.544288015,5.774278189,5.480580086,5.6447646,6.100208532,5.756587916
trk,2.22062605,2.551775373,2.041887442,1.700545187,0.983067192,1.627648623
trp,0.771040734,1.128912832,0,3.362496673,3.003560486,4.064981503
trx,7.55407904,7.259166172,7.156845662,7.559900937,7.745193949,7.451362731
alphaTry,0,0,0,0.033774261,0.043373527,0.035045714
tsg,0.254209339,0.36680871,0,0.066775902,0,0
tsh,4.474249448,4.60658608,4.343290455,3.893044344,3.538688888,3.879786407
tsl,2.170049465,2.29519787,2.284046452,0.161479554,0.602981688,0.713098814
ttk,1.809358867,1.128912832,1.015327048,0.996274402,0.417626289,0.035045714
tub,6.368644523,6.347352769,6.377452314,6.332481505,6.502066154,6.304627868
alphaTub84B,12.85462096,12.78839257,12.83541582,10.91975658,11.01064254,11.07708721
alphaTub84D,9.849155983,9.63833413,9.664883964,9.48664317,9.345092616,9.412223528
alphaTub85E,2.83465213,1.791075026,2.022929939,0,0,0
betaTub56D,13.66940623,13.65333235,13.73314757,11.72701913,11.65697835,11.62330921
betaTub60D,5.397035906,4.473796607,4.900475072,0,0,0.035045714
betaTub85D,2.483429492,2.044943264,2.844370035,1.232748274,1.881987279,2.190756053
